assay_chembl_id,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,pKi,activity_class,dataset_version,target_chembl_id,target_name,acquisition_date,rdkit_molecular_weight,rdkit_logp,rdkit_hbd,rdkit_hba,rdkit_tpsa,rdkit_rotatable_bonds,rdkit_num_rings,rdkit_num_aromatic_rings,rdkit_num_saturated_rings,rdkit_num_aliphatic_rings,rdkit_num_atoms,rdkit_num_heavy_atoms,rdkit_num_heteroatoms,rdkit_bertz_ct,rdkit_balaban_j,rdkit_kappa1,rdkit_kappa2,rdkit_kappa3,rdkit_max_partial_charge,rdkit_min_partial_charge,rdkit_slogp,rdkit_smr,rdkit_num_pharmacophore_features,mordred_WPath,mordred_ECIndex,mordred_Radius,mordred_Diameter,mordred_ATS8i,mordred_ATS8v,mordred_ATS7i,mordred_ATS7v,mordred_ATS6i,mordred_ATS6v,mordred_ATS5i,mordred_ATS5v,mordred_ATS4i,mordred_ATS4v,mordred_ATS3v,mordred_ATS3i,mordred_ATS2v,mordred_ATS2i,mordred_ATS1v,mordred_ATS8m,mordred_ATS7m,mordred_ATS0v,mordred_ATS6m,mordred_ATS5m,mordred_ATS4m,mordred_ATS0i,mordred_ATS3m,mordred_ATS1i,mordred_ATS2m,mordred_ATS0m,mordred_ATS1m,mordred_ATSC0m,mordred_ATS8Z,mordred_ATS7Z,mordred_ATS6Z,mordred_ATS5Z,mordred_ATSC0v,mordred_ATS4Z,mordred_ATS3Z,mordred_ATS2Z,mordred_ATS8se,mordred_ATS7se,mordred_ATSC7m,mordred_ATS6se,mordred_ATSC5m,mordred_ATSC6m,mordred_ATS0Z,mordred_ATSC7v,mordred_ATSC5v,mordred_ATSC8v,geom_phi_resonance,geom_pi_resonance,geom_sqrt2_resonance,geom_e_resonance,geom_geometric_complexity,geom_molecular_symmetry,geom_lipophilic_balance,geom_polar_surface_ratio,geom_harmonic_mean,geom_geometric_mean,geom_phi_pi_interaction,geom_sqrt2_e_interaction,feature_version,feature_date
CHEMBL671731,OCc1ccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn2c1,CHEMBL345357,Ki,nM,28000.0,Ki,nM,28000.0,4.552841968657781,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1715,665,8,16,12095.671696944191,11507.359245145868,14479.648893423895,13758.421995739602,17401.523326012168,16258.422587524801,19738.29428964697,18063.266087554835,20532.510152999406,20450.5335518927,21901.349693485154,17885.522049091614,19530.250960776473,13511.95135645469,13050.149399370432,3678.435086999999,4416.320822000001,10393.198194550987,5199.6831109999985,5491.055785000002,6091.584239999997,7490.93442307863,7269.816376,7259.872659778145,7107.558044999998,5059.810340000003,4894.787369000004,2291.4456157391305,1057.0,1283.0,1479.0,1569.0,2366.392066764483,1764.0,2017.0,1900.0,554.2929700000001,665.819356,-777.7572808052931,789.8208080000003,596.5097317296783,192.39109390548197,1254.0,-494.8447448786015,151.80671363802944,149.16725345651383,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3768209,Cc1ncoc1-c1nnc(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)n1C,CHEMBL3764557,Ki,nM,12589.25,pKi,,4.9,4.900000142057633,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3645,991,9,18,17588.62832984478,17214.374243170645,20342.031231783974,18162.28537222087,21509.195489755195,20567.77949130213,23866.344903765075,22793.893803450297,24230.79222021207,24511.019999494307,24957.147752012992,20069.71787880104,22841.704033168553,17172.36479207074,15597.724281831493,6607.2399609264,6989.301995172798,12417.126476928468,7186.677756505598,8230.2803960592,9106.0343145648,9545.799698847077,9917.889327011202,8859.924630955604,10213.79619995491,6657.50989644931,6556.479484505602,2754.5325553483262,1820.0,1958.0,2055.0,2308.0,2698.290811635879,2556.0,2672.0,2669.0,820.3696799999998,942.8033479999999,160.5655756071054,995.1651780000003,56.39141414185724,-358.4397494444352,1652.0,176.80004291828325,397.04691251662734,-36.60705577020491,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL860444,O=C(N[C@H]1CCN(Cc2ccc(F)c(F)c2)C1)c1ccc(-c2cccs2)cc1,CHEMBL198580,Ki,nM,18000.0,Ki,nM,18000.0,4.7447274948966935,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,2469,808,9,17,13604.790684772113,13546.778228902627,16494.927543325677,16004.832054827977,16521.347577998982,17877.393863086818,17181.376658750494,19189.667600187327,19710.20552748498,20420.739790615356,22288.287729115153,18602.941004961198,21575.848702311727,13335.258238920227,14621.727377694231,4863.477544272,5781.861438043199,11592.93109864252,5638.173009143999,6149.774202734399,6914.252647782399,7810.198012767581,7837.484708341769,7366.971525292401,8067.811127340799,5592.214289299541,5533.5796046704,2284.3021956395596,1353.0,1604.0,1581.0,1736.0,2484.81668924679,1926.0,2153.0,2135.0,637.7856019999999,766.03466,463.4530169348701,779.5614459999999,-680.2811685654949,54.90696528192305,1392.0,117.50536633825627,-333.1969788935316,204.59565008738718,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL670558,CCCN(CCC)C1CCC(=C(C#N)C#N)CC1,CHEMBL164950,Ki,nM,15000.0,Ki,nM,15000.0,4.823908740944319,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,668,272,5,10,10273.887817092416,6916.165595914232,16654.001762652144,9566.09557724526,21324.837243360656,13436.249290014384,20478.297638446064,16577.439560212042,19014.856205776872,17187.57931606235,16277.217487351585,17394.411575338167,13702.854200656417,12100.124152855386,9749.71380492349,1789.99473,2039.219498,7797.62216781639,2768.717877,3773.165375000001,4425.306707999999,6788.741526337728,4452.358865,5988.436857716697,3838.329741999999,2775.919434,2995.0869819999984,1307.469753512195,525.0,656.0,914.0,1184.0,2090.671850977725,1315.0,1288.0,1093.0,430.15268000000003,688.6447120000003,607.5881625806068,902.0922439999999,-567.0534769155264,-21.279442952409198,710.0,754.1570963228075,-991.3450071450856,890.4233661087802,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3801477,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,CHEMBL1263,Ki,nM,32000.0,Ki,nM,32000.0,4.494850021680094,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3802,1085,11,22,21425.486433042708,16984.585611510753,24693.504973754447,18051.968030057942,25327.200598194453,19607.115466411982,27500.06746229744,21242.86596941721,28195.514248512296,23198.39497254869,24939.322551942758,26801.685462912006,22913.499171529653,18597.30361516114,16439.389321631268,4278.932709999999,4680.073235,12846.898368756772,5359.876061999999,5582.368952,6246.8514669999995,10964.857233167215,6994.5626409999995,9943.335875715453,6641.109768999999,4864.265446000002,5221.668938999999,2286.6273941194027,1298.0,1436.0,1616.0,1690.0,3408.635217227363,1882.0,2039.0,1890.0,955.845744,1099.046348,-42.997484338382606,1141.691448,37.21435615014488,10.762228621073893,1242.0,285.04850198563616,-63.059890529066244,59.7984056179838,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL2443403,COc1ccccc1N1CCN(Cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3F)nn2)CC1,CHEMBL2443002,Ki,nM,42000.0,Ki,nM,42000.0,4.376750709602099,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3075,853,8,16,16858.12915383557,15284.316356771182,22026.892111295718,16872.172764157425,26302.62714962617,21389.084370209785,28564.93805049171,25126.397990849342,28312.740652799865,26805.305067839396,26714.162744865298,25203.85986334933,22934.16645038871,18154.652996750297,15235.864941113776,5183.7643866704,5543.4294588992,11816.251635664992,7157.442282483201,8631.021626569598,9722.5677489408,10000.592081381474,10334.6592849024,9450.526179695953,8781.329542095998,5535.4917861497715,5994.892525835201,2291.7273190042883,1458.0,1609.0,2085.0,2461.0,2720.8875509655645,2728.0,2837.0,2373.0,779.3356359999998,982.1969679999999,256.59072992965554,1206.1185919999996,-308.50820818284,-588.1511495143565,1394.0,218.6281851038353,-250.76397011206532,432.2814641018116,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL671731,Cc1nn2c(-c3ccc(F)cc3)cccc2c1CN1CCN(c2ccc(Cl)cc2)CC1,CHEMBL160749,Ki,nM,14000.0,Ki,nM,14000.0,4.853871964321762,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,2975,934,9,18,19537.506488059225,18293.854255588718,23648.68815470213,22084.662443072164,24081.771950207833,25807.83300892205,24973.70490916357,26856.6318434613,23914.753513088814,27403.16981854204,27854.07404097268,21396.661850620865,24447.431888876923,15921.81631044649,16362.79786696837,5735.5465879312,6905.4901017184,12988.204067057544,7895.868978457601,8160.342149835201,8328.780306686402,8924.556189728877,9405.206789521599,8617.581692988602,8900.7595556704,6033.414581149773,5972.963407835202,2593.855235927993,1630.0,1983.0,2237.0,2280.0,2857.6810306466637,2357.0,2572.0,2352.0,883.938066,1075.7055480000001,-318.2531964071404,1123.0093240000003,626.6657119844566,-388.21699404427505,1490.0,-233.68695857269856,486.1906226041042,543.962259810247,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL673073,c1ccc(CN2CCC(NCc3csc(-c4ccccc4)n3)CC2)cc1,CHEMBL302186,Ki,nM,23000.0,Ki,nM,23000.0,4.638272163982407,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,2090,757,9,17,14584.573338779142,13159.190913300583,17341.237863242593,15918.591982470438,17664.96670540059,18148.658001403848,19408.88616513771,19081.262088754,22235.94341452768,20428.542945842684,22192.733342019812,20274.464262240028,21096.66323405041,14460.645804452522,14563.531172842087,3794.549338,4518.642687,11421.185205690204,5210.875351999998,5609.2784710000005,6132.74631,8153.467130216326,6776.233675,7787.391322131899,7146.094555,4815.644009000001,5137.783447000001,2224.487704509803,1116.0,1347.0,1517.0,1609.0,2792.921778416135,1788.0,1925.0,1949.0,653.0947139999998,785.5340319999999,-509.8040952364477,813.1173160000001,256.2821000061513,-484.6952548938869,1220.0,-642.9289716925705,541.7958507977884,181.88805603054746,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5735619,O=C(NC(c1ccc(Cl)cc1)c1ccccn1)C1CCN(CCOc2ccc3cccnc3c2)CC1,CHEMBL5757240,Ki,nM,20000.0,Ki,nM,20000.0,4.698970004336019,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,4921,1248,10,20,27547.967350877607,27657.996460380225,25103.140286141523,29477.289387628298,25691.45207248181,28832.969718928853,28352.293971904655,28316.40301411682,27703.690456048,29337.74507559931,31285.588971471,26117.350947045405,27794.903395872363,18266.690077379597,18993.82562478232,8708.054,9316.401421999999,15093.427944456078,9418.811944000001,9124.465881999999,9174.104377,10423.670485975123,10282.577113,9987.494406201502,9671.104192,6766.548063,6764.673396999999,2904.5779902461536,2482.0,2624.0,2615.0,2552.0,3374.9935264090677,2611.0,2852.0,2595.0,1282.189892,1211.0206340000002,-992.1348269136093,1219.889284,859.5147659256806,160.18245774414214,1686.0,-1391.063402204927,1231.8354970736098,-1216.7081568975561,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL4415924,CCc1cc(Cl)c(OC)c(N2CCN(C[C@@H](O)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1,CHEMBL4570554,Ki,nM,13500.0,Ki,nM,13500.0,4.8696662315049934,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,4318,1112,10,19,27600.851616482934,20806.52998707269,29096.198092294708,23441.52628355842,29070.2412894524,26862.784846156,30870.971040972243,28864.959196806532,29405.10069552146,30190.67407588895,30246.98678214314,26581.32639027601,26400.971429881243,19626.74037381529,17898.43403751067,6055.343695,6667.392296,14163.602993896167,8448.452352999999,9316.632363,10243.707601,10968.409311604619,10512.07886,10359.594782924753,9332.389876999998,6593.787957000001,6458.215082000001,3082.605111850746,1775.0,2013.0,2490.0,2693.0,3430.0488515099873,2866.0,2901.0,2520.0,1208.501866,1312.9940779999997,-710.3915891303188,1366.509496,-1015.249497999109,-1783.5707587676543,1646.0,-846.974354217401,-404.404643455729,1362.8728639350297,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL672383,N#Cc1ccc2[nH]cc(CN3CCN(c4ccccc4)CC3)c2c1,CHEMBL142217,Ki,nM,34000.0,Ki,nM,34000.0,4.468521082957745,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1487,576,7,14,11198.448575697981,11320.706916467077,15074.295229314674,13131.712524939458,16635.748701613928,15904.921255654697,18926.728565425718,17950.493733079682,19281.089740126878,19888.681348952072,21157.741596988053,17246.72265796088,18981.962158741728,12636.08942513464,12779.35954761691,3130.407958,3524.291350999999,10065.269616491936,4469.460568,4980.551748000002,5425.315349999999,7079.200413524981,6223.987711999999,6862.192882641397,6112.981480999997,3690.3878959999993,4355.050599000004,1415.069203636364,893.0,1042.0,1303.0,1433.0,2274.3871777352424,1576.0,1748.0,1654.0,507.49748,668.3083960000001,-8.27975924793392,757.17616,401.40626396694205,-199.00741742148767,936.0,230.7219132933548,405.5484014573576,282.6427588231846,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL672913,COc1cc(NC(C)=O)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1,CHEMBL167032,Ki,nM,27000.0,Ki,nM,27000.0,4.568636235841013,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,2641,803,9,17,18646.348733906314,17323.445346764587,19943.19839954778,19305.92448126259,21762.361381418992,21551.01695408938,20960.760464212122,22877.941318487603,23579.914000175086,23223.30151021385,24064.775622143825,20524.68018887957,21587.557853604634,15590.371954297985,14894.418860017946,5851.913409,5886.3487939999995,12008.635002660656,6984.971674999999,9069.642333000003,8279.728359,8955.568260264874,8345.145455999998,8384.317172991201,7773.568899999998,5813.422976000003,5431.938968000002,2668.1905628363643,1670.0,1719.0,2015.0,2459.0,2815.212944530003,2296.0,2314.0,2087.0,874.2639600000002,936.2616140000001,-890.08191068562,1032.453832,918.8825751897526,-1043.0057893649584,1446.0,-734.9940204153452,-243.56475586026494,-385.3486139246475,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5363864,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,CHEMBL2443262,Ki,nM,83200.0,Ki,nM,83200.0,4.079876673709276,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1904,588,6,12,21803.163623775214,19745.632469909197,27606.87599798219,22064.88493359228,30971.45923548171,25318.53877817053,30608.99695545265,27809.958962142435,27784.685828281647,27470.031590481532,26320.351125137702,24213.578202649423,23451.18612435088,17141.13774605432,15385.101119601803,6170.423163999998,6195.240394,11766.071308551886,6709.860964000002,7561.106805000001,7860.748501999997,9237.717899132573,8134.043610999998,8675.402395666402,7942.469287000002,5136.464282,5462.260612000002,2514.9906869824563,1781.0,1834.0,2028.0,2261.0,3044.9859700501993,2287.0,2330.0,2174.0,984.25972,1216.799526,603.5564159285937,1382.0729139999999,-842.6766191871347,-253.15872452077554,1304.0,765.64433440858,-968.0589399076515,625.0445153151327,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5734900,Cn1c(SCCCN2CCO[C@@H](c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(-c2ncco2)cc1,CHEMBL6044314,Ki,nM,15488.0,Ki,nM,15488.0,4.810004660035681,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,5629,1397,11,22,20385.55261339017,21534.230992902973,22113.78789209842,21959.4598479674,24402.448223775635,24195.698952819384,26508.38824944567,27043.237149532863,26792.45872671302,28877.524217881204,29339.05600354921,22801.708022808434,26939.744328464036,18703.824518708312,18368.298925068484,8762.811054926398,8754.1640751728,14596.878474536983,8184.512921505599,9152.4150020592,10243.205070564803,10549.606783345575,11132.057151011204,9926.93586292141,11449.610591954915,7380.862629449313,7446.2783865056035,2929.1591893728273,2367.0,2400.0,2322.0,2578.0,3080.4219670854777,2864.0,3001.0,2996.0,960.5278979999996,1038.687326,556.0492686662087,1128.0960119999997,-343.0013371925941,-35.48661658995526,1834.0,167.87266702246748,-89.80930745733801,169.23139154575964,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL4032441,COc1ccccc1N1CCC2(CN(CCCSc3nnc(-c4ccccc4)n3C)C2)C1,CHEMBL4089290,Ki,nM,60152.0,Ki,nM,60152.0,4.220749928182428,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3718,1073,10,19,21123.55672404876,18173.987892870067,25139.92465804176,20620.505458446747,27155.530081036337,24638.00519815037,25156.615675603818,26576.646031470194,28907.40410018641,27092.3783954063,28239.311230373227,23425.775908335538,25563.745867378064,18655.1245806439,17412.536014436617,5423.611016,6125.6663929999995,13581.257500931502,7102.566581999999,8253.815907999999,8481.631493,10251.28752205432,9469.762731,9834.16805027591,9129.610122000002,5902.892855000003,6461.890342000004,2694.07624088889,1598.0,1804.0,2114.0,2364.0,3309.101718236288,2447.0,2644.0,2475.0,939.4271640000003,1117.5577140000003,394.6625547777772,1232.275326,-606.8568858024687,-787.0651257037038,1496.0,149.61750576419774,-831.7215825637466,363.3810440229011,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL672382,OCc1cnn2cccc(CN3CCN(c4ccc(Cl)cc4)CC3)c12,CHEMBL328925,Ki,nM,39000.0,Ki,nM,39000.0,4.4089353929735005,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1641,603,7,14,14306.223408675585,11892.10145495799,16758.238383982487,15474.315554075816,19596.230867327668,17679.990528495102,20513.730653269875,19358.470936680085,20381.423648359756,21460.540376756107,22126.47710692438,17890.98896178006,19530.250960776473,13511.95135645469,13050.149399370433,3727.1605499999987,4851.697844000001,10393.198194550985,5550.6648890000015,5793.226366000002,6558.093382999997,7490.93442307863,7390.882385,7259.872659778146,7107.558044999996,5059.810340000002,4894.787369000004,2291.4456157391305,1102.0,1419.0,1584.0,1670.0,2366.392066764483,1875.0,2042.0,1900.0,648.231998,768.16918,-789.5048291606804,886.3397280000002,126.154813459357,447.6199717618144,1254.0,-633.2330582456401,-702.4051321421355,-97.10839229841179,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL672909,Cc1nn2c(C#N)cccc2c1CN1CCN(c2ccc(Cl)cc2)CC1,CHEMBL160932,Ki,nM,59000.0,Ki,nM,59000.0,4.229147988357856,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1826,658,8,15,13040.127233501733,12589.102355901116,18489.247939099532,15563.50336903583,19040.337376841035,18632.91259339168,20518.96156088867,20391.51943551605,20142.382658984214,22321.151281323022,22906.205237214497,17789.404498312568,19914.760479906494,13453.767496573288,13409.93354955053,3944.2048090000003,4801.788484000001,10812.554748126711,5638.847517,6177.754694000001,6774.938688999997,7458.599904151881,7805.532483999999,7211.797736986995,7361.648318999996,5143.286445000002,4998.998586000004,2233.3473531521745,1127.0,1409.0,1629.0,1745.0,2360.386713368795,1929.0,2139.0,1950.0,591.4312259999999,821.2849720000002,-270.2094226682424,875.6166719999999,628.8595405146499,-394.09723282514204,1274.0,346.3190965325027,297.0872855481168,355.4023957394112,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3591124,OC(CCn1cc(-c2ccc(-c3ccccc3)cc2)nn1)CN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL3588996,Ki,nM,15100.0,Ki,nM,15100.0,4.82102305270683,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,5280,1361,11,22,18657.80339835516,20557.7797295476,22484.14920761267,20797.183388370304,25998.427796914788,24671.662586411116,28958.4459645794,28541.857778225873,28137.83458347499,30368.737264619747,31784.51941529171,26053.396025830316,28069.04803978947,18490.563645791397,18908.52142890887,7159.645946999999,6849.075808,15200.805397377166,8070.457455999998,9457.548477,10285.089638,10490.824334709521,12059.052215,10110.05606928035,10283.496059,7819.214489999999,7056.271282,3619.5363257538465,1974.0,1939.0,2337.0,2686.0,3408.188740502679,2868.0,3249.0,2735.0,873.639848,1014.243596,411.45155617656786,1205.15529,-516.1514881143197,-1202.3163705363315,1924.0,725.6287088282065,85.82455412270549,240.90182210576114,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL4334858,O=C(c1ccccc1)N1CCN(CCN2CCc3ncsc3CC2)CC1,CHEMBL4437202,Ki,nM,41686.94,pKi,,4.38,4.379999982779397,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1991,716,8,16,19185.24337139546,14537.052946166157,19196.61259933363,16780.34531134099,18910.287461293585,17573.787229651487,25312.1013927981,18995.309347344755,25034.95739897569,22967.94648617049,24420.099179263136,22093.711879526836,21017.228788419136,16007.79063491962,14175.224748539895,4274.648934000001,4574.293769,11064.940096808517,4930.915716000001,5418.037341999999,6752.595625,8481.487418673076,7688.433238,8070.0001400364,7498.307416,4980.295881000002,5291.674259000001,2340.2696266730773,1252.0,1373.0,1457.0,1612.0,2736.6548420930585,2015.0,2176.0,2047.0,834.1986280000002,867.18371,-323.5203107133875,856.630026,552.0443894815086,-489.29505338609465,1262.0,-817.6900348291686,1216.633904616773,835.3267621065698,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5734900,Cn1c(SCCCN2CCO[C@H](c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(C(N)=O)cc1,CHEMBL5855629,Ki,nM,13804.0,Ki,nM,13804.0,4.859995049380551,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,4790,1228,11,21,20215.238734669572,20368.580935236212,21120.528571821418,20988.091066745015,23230.124225318243,22660.245451097613,26128.39124233107,25014.558054777193,26591.526397778824,27412.92984362493,28455.98591134447,22350.744804894028,25331.074580662345,17935.32639680511,17265.501257171498,8122.120794926399,8461.571577172801,13749.84467103832,7823.3421515056,8530.9944220592,9690.362762564802,10296.018071165576,10844.520781011202,9572.177017573207,10771.450299954915,7092.334387449312,6945.636135505602,2902.3159361247867,2215.0,2324.0,2214.0,2414.0,2977.4914714056667,2732.0,2929.0,2820.0,944.32513,996.7324379999998,300.3464650850229,1070.309188,-102.24742422330559,67.07494048209303,1762.0,-215.54032808998,129.81898363105782,136.66696787397916,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL4053560,CCCC(CCC)NC(=O)c1cc2ccccc2[nH]1,CHEMBL4064919,Ki,nM,13400.0,Ki,nM,13400.0,4.872895201635193,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,759,312,5,10,11796.816370265627,10157.803460042867,13790.524888319076,11487.017011741642,14973.72255305377,12876.746597032496,15246.758059965627,13508.558075642253,16452.996530322773,14703.383261654568,15523.173622880584,16236.481373063923,14736.842473970157,11517.856229798987,10408.189230055606,2248.8621239999998,2715.3702779999994,8163.131928877463,3648.0485389999994,3811.494899999999,4294.291494999999,6704.829453395978,4567.612980999999,6167.6251897555985,4530.767617999997,2978.939443,3299.4579839999983,1350.8303399512195,699.0,848.0,1076.0,1121.0,2118.2405172551494,1244.0,1305.0,1255.0,523.2465119999999,623.2757680000001,-587.3588538024982,681.343756,-130.5283764991076,-95.74684252587748,760.0,-293.6127199288293,-108.00496177221743,-260.15227102605877,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3379351,Cc1nc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)cc(C(F)(F)F)n1,CHEMBL3323005,Ki,nM,24938.0,Ki,nM,24938.0,4.603138379397685,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,4151,1097,10,19,21040.20366529657,16274.648239480855,24376.84895215137,18913.76782093123,24346.239376684076,21394.622038443642,25428.286684106664,22866.444606382902,24989.61680350377,24671.74604268931,25493.67163229832,23906.165432269572,23183.023828006648,18416.75820555645,15889.521559439836,5275.529616974399,6148.426693118399,12576.271200252027,7112.813187841602,8277.497188239997,8319.367349287999,10172.128391602975,9192.5272343728,9451.712903423806,9630.89913595491,5912.386642449313,6217.5388315056025,2302.624227077962,1530.0,1801.0,2039.0,2287.0,2747.134771198792,2329.0,2513.0,2529.0,931.780396,1096.685812,-852.0228076170818,1120.503804,727.3289881508474,-762.4719007922731,1468.0,-275.3809384917285,110.93712937013822,707.5210725392374,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL673073,c1ccc(CN2CCN(Cc3csc(-c4ccccc4)n3)CC2)cc1,CHEMBL64043,Ki,nM,28000.0,Ki,nM,28000.0,4.552841968657781,Inactive,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1813,683,8,16,12082.024599871635,12667.281561415046,15851.884603310791,14199.704737086679,15796.611660398936,17067.073016688773,18294.14676479963,18472.769688587643,20706.40753174138,19717.261574252905,21220.000597096074,18214.60994742869,20016.1519260388,13701.794457878226,13835.804959204339,3591.3510779999997,4036.446007,10935.500815079013,4983.665849999999,5800.547842,6065.989786,7656.837470077828,6556.438813999999,7346.697258062701,6947.330898,4669.34776,4991.267137999999,2124.6091346666667,1031.0,1195.0,1465.0,1642.0,2624.01049245577,1749.0,1853.0,1886.0,554.656506,711.289694,-160.96212011111103,742.316188,313.9327043055556,-1087.6342521944443,1182.0,-51.80812879957422,732.8162127222057,-119.70776107274997,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
